period,county,subcounty,type,pregnancy
2016Q2,Kakamega County,Lurambi,Teen pregnancy (10 to 19 years),63
2016Q2,Kakamega County,Malava,Teen pregnancy (10 to 19 years),167
2016Q2,Kakamega County,Matungu,Teen pregnancy (10 to 19 years),314
2016Q2,Kakamega County,Mumias East,Teen pregnancy (10 to 19 years),0
2016Q2,Kakamega County,Mumias West,Teen pregnancy (10 to 19 years),15
2016Q2,Kakamega County,Navakholo,Teen pregnancy (10 to 19 years),51
2016Q2,Kakamega County,Shinyalu,Teen pregnancy (10 to 19 years),0
2016Q2,Kericho County,Ainamoi,Teen pregnancy (10 to 19 years),155
2016Q2,Kericho County,Belgut,Teen pregnancy (10 to 19 years),267
2016Q2,Kericho County,Bureti,Teen pregnancy (10 to 19 years),491
2016Q2,Kericho County,Kipkelion East,Teen pregnancy (10 to 19 years),77
2016Q2,Kericho County,Kipkelion West,Teen pregnancy (10 to 19 years),240
2016Q2,Kericho County,Sigowet/Soin,Teen pregnancy (10 to 19 years),243
2016Q2,Kiambu County,Gatundu North,Teen pregnancy (10 to 19 years),151
2016Q2,Kiambu County,Gatundu South,Teen pregnancy (10 to 19 years),204
2016Q2,Kiambu County,Githunguri,Teen pregnancy (10 to 19 years),104
2016Q2,Kiambu County,Juja,Teen pregnancy (10 to 19 years),48
2016Q2,Kiambu County,Kabete,Teen pregnancy (10 to 19 years),181
2016Q2,Kiambu County,Kiambaa,Teen pregnancy (10 to 19 years),253
2016Q2,Kiambu County,Kiambu Town,Teen pregnancy (10 to 19 years),178
2016Q2,Kiambu County,Kikuyu,Teen pregnancy (10 to 19 years),69
2016Q2,Kiambu County,Lari,Teen pregnancy (10 to 19 years),160
2016Q2,Kiambu County,Limuru,Teen pregnancy (10 to 19 years),269
2016Q2,Kiambu County,Ruiru,Teen pregnancy (10 to 19 years),499
2016Q2,Kiambu County,Thika Town,Teen pregnancy (10 to 19 years),589
2016Q2,Kilifi County,Ganze,Teen pregnancy (10 to 19 years),411
2016Q2,Kilifi County,Kaloleni,Teen pregnancy (10 to 19 years),331
2016Q2,Kilifi County,Kilifi North,Teen pregnancy (10 to 19 years),824
2016Q2,Kilifi County,Kilifi South,Teen pregnancy (10 to 19 years),454
2016Q2,Kilifi County,Magarini,Teen pregnancy (10 to 19 years),927
2016Q2,Kilifi County,Malindi,Teen pregnancy (10 to 19 years),344
2016Q2,Kilifi County,Rabai,Teen pregnancy (10 to 19 years),85
2016Q2,Kirinyaga County,Kirinyaga Central,Teen pregnancy (10 to 19 years),95
2016Q2,Kirinyaga County,Kirinyaga East,Teen pregnancy (10 to 19 years),24
2016Q2,Kirinyaga County,Kirinyaga North/Mwea West,Teen pregnancy (10 to 19 years),52
2016Q2,Kirinyaga County,Kirinyaga South,Teen pregnancy (10 to 19 years),129
2016Q2,Kirinyaga County,Kirinyaga West,Teen pregnancy (10 to 19 years),71
2016Q2,Kisii County,Bobasi,Teen pregnancy (10 to 19 years),557
2016Q2,Kisii County,Bomachoge Borabu,Teen pregnancy (10 to 19 years),502
2016Q2,Kisii County,Bomachoge Chache,Teen pregnancy (10 to 19 years),181
2016Q2,Kisii County,Bonchari,Teen pregnancy (10 to 19 years),562
2016Q2,Kisii County,Kitutu Chache North,Teen pregnancy (10 to 19 years),264
2016Q2,Kisii County,Kitutu Chache South,Teen pregnancy (10 to 19 years),483
2016Q2,Kisii County,Nyaribari Chache,Teen pregnancy (10 to 19 years),246
2016Q2,Kisii County,Nyaribari Masaba,Teen pregnancy (10 to 19 years),339
2016Q2,Kisii County,South Mugirango,Teen pregnancy (10 to 19 years),359
2016Q2,Kisumu County,Kisumu Central,Teen pregnancy (10 to 19 years),825
2016Q2,Kisumu County,Kisumu East,Teen pregnancy (10 to 19 years),272
2016Q2,Kisumu County,Kisumu West,Teen pregnancy (10 to 19 years),480
2016Q2,Kisumu County,Muhoroni,Teen pregnancy (10 to 19 years),631
2016Q2,Kisumu County,Nyakach,Teen pregnancy (10 to 19 years),619
2016Q2,Kisumu County,Nyando,Teen pregnancy (10 to 19 years),698
2016Q2,Kisumu County,Seme,Teen pregnancy (10 to 19 years),498
2016Q2,Kitui County,Kitui Central,Teen pregnancy (10 to 19 years),342
2016Q2,Kitui County,Kitui East,Teen pregnancy (10 to 19 years),396
2016Q2,Kitui County,Kitui Rural,Teen pregnancy (10 to 19 years),155
2016Q2,Kitui County,Kitui South,Teen pregnancy (10 to 19 years),232
2016Q2,Kitui County,Kitui West,Teen pregnancy (10 to 19 years),215
2016Q2,Kitui County,Mwingi Central,Teen pregnancy (10 to 19 years),370
2016Q2,Kitui County,Mwingi North,Teen pregnancy (10 to 19 years),250
2016Q2,Kitui County,Mwingi West,Teen pregnancy (10 to 19 years),149
2016Q2,Kwale County,Kinango,Teen pregnancy (10 to 19 years),955
2016Q2,Kwale County,Lunga Lunga,Teen pregnancy (10 to 19 years),351
2016Q2,Kwale County,Matuga,Teen pregnancy (10 to 19 years),689
2016Q2,Kwale County,Msambweni,Teen pregnancy (10 to 19 years),669
2016Q2,Laikipia County,Laikipia East,Teen pregnancy (10 to 19 years),75
2016Q2,Laikipia County,Laikipia North,Teen pregnancy (10 to 19 years),73
2016Q2,Laikipia County,Laikipia West,Teen pregnancy (10 to 19 years),332
2016Q2,Lamu County,Lamu East,Teen pregnancy (10 to 19 years),23
2016Q2,Lamu County,Lamu West,Teen pregnancy (10 to 19 years),137
2016Q2,Machakos County,Athi River,Teen pregnancy (10 to 19 years),195
2016Q2,Machakos County,Kalama,Teen pregnancy (10 to 19 years),41
2016Q2,Machakos County,Kangundo,Teen pregnancy (10 to 19 years),132
2016Q2,Machakos County,Kathiani,Teen pregnancy (10 to 19 years),224
2016Q2,Machakos County,Machakos,Teen pregnancy (10 to 19 years),232
2016Q2,Machakos County,Masinga,Teen pregnancy (10 to 19 years),249
2016Q2,Machakos County,Matungulu,Teen pregnancy (10 to 19 years),196
2016Q2,Machakos County,Mwala,Teen pregnancy (10 to 19 years),183
2016Q2,Machakos County,Yatta,Teen pregnancy (10 to 19 years),176
2016Q2,Makueni County,Kaiti,Teen pregnancy (10 to 19 years),244
2016Q2,Makueni County,Kibwezi East,Teen pregnancy (10 to 19 years),234
2016Q2,Makueni County,Kibwezi West,Teen pregnancy (10 to 19 years),340
2016Q2,Makueni County,Kilome,Teen pregnancy (10 to 19 years),203
2016Q2,Makueni County,Makueni,Teen pregnancy (10 to 19 years),308
2016Q2,Makueni County,Mbooni,Teen pregnancy (10 to 19 years),249
2016Q2,Mandera County,Banissa,Teen pregnancy (10 to 19 years),4
2016Q2,Mandera County,Kutulo,Teen pregnancy (10 to 19 years),0
2016Q2,Mandera County,Lafey,Teen pregnancy (10 to 19 years),160
2016Q2,Mandera County,Mandera East,Teen pregnancy (10 to 19 years),0
2016Q2,Mandera County,Mandera North,Teen pregnancy (10 to 19 years),0
2016Q2,Mandera County,Mandera South,Teen pregnancy (10 to 19 years),2
2016Q2,Mandera County,Mandera West,Teen pregnancy (10 to 19 years),0
2016Q2,Marsabit County,Laisamis,Teen pregnancy (10 to 19 years),32
2016Q2,Marsabit County,Moyale,Teen pregnancy (10 to 19 years),236
2016Q2,Marsabit County,North Horr,Teen pregnancy (10 to 19 years),32
2016Q2,Marsabit County,Saku,Teen pregnancy (10 to 19 years),72
2016Q2,Meru County,Buuri,Teen pregnancy (10 to 19 years),216
2016Q2,Meru County,Igembe Central,Teen pregnancy (10 to 19 years),384
2016Q2,Meru County,Igembe North,Teen pregnancy (10 to 19 years),230
2016Q2,Meru County,Igembe South,Teen pregnancy (10 to 19 years),738
2016Q2,Meru County,Imenti Central,Teen pregnancy (10 to 19 years),24
2016Q2,Meru County,Imenti North,Teen pregnancy (10 to 19 years),120
2016Q2,Meru County,Imenti South,Teen pregnancy (10 to 19 years),141
2016Q2,Meru County,Tigania East,Teen pregnancy (10 to 19 years),448
2016Q2,Meru County,Tigania West,Teen pregnancy (10 to 19 years),170
2016Q2,Migori County,Awendo,Teen pregnancy (10 to 19 years),460
2016Q2,Migori County,Kuria East,Teen pregnancy (10 to 19 years),295
2016Q2,Migori County,Kuria West,Teen pregnancy (10 to 19 years),641
2016Q2,Migori County,Nyatike,Teen pregnancy (10 to 19 years),843
2016Q2,Migori County,Rongo,Teen pregnancy (10 to 19 years),847
2016Q2,Migori County,Suna East,Teen pregnancy (10 to 19 years),503
2016Q2,Migori County,Suna West,Teen pregnancy (10 to 19 years),671
2016Q2,Migori County,Uriri,Teen pregnancy (10 to 19 years),657
2016Q2,Mombasa County,Changamwe,Teen pregnancy (10 to 19 years),133
2016Q2,Mombasa County,Jomvu,Teen pregnancy (10 to 19 years),234
2016Q2,Mombasa County,Kisauni,Teen pregnancy (10 to 19 years),75
2016Q2,Mombasa County,Likoni,Teen pregnancy (10 to 19 years),471
2016Q2,Mombasa County,Mvita,Teen pregnancy (10 to 19 years),100
2016Q2,Mombasa County,Nyali,Teen pregnancy (10 to 19 years),258
2016Q2,Muranga County,Gatanga,Teen pregnancy (10 to 19 years),172
2016Q2,Muranga County,Kandara,Teen pregnancy (10 to 19 years),156
2016Q2,Muranga County,Kangema,Teen pregnancy (10 to 19 years),40
2016Q2,Muranga County,Kigumo,Teen pregnancy (10 to 19 years),174
2016Q2,Muranga County,Kiharu,Teen pregnancy (10 to 19 years),150
2016Q2,Muranga County,Mathioya,Teen pregnancy (10 to 19 years),53
2016Q2,Muranga County,Muranga South,Teen pregnancy (10 to 19 years),428
2016Q2,Nairobi County,Dagoretti North,Teen pregnancy (10 to 19 years),31
2016Q2,Nairobi County,Dagoretti South,Teen pregnancy (10 to 19 years),49
2016Q2,Nairobi County,Embakasi Central,Teen pregnancy (10 to 19 years),511
2016Q2,Nairobi County,Embakasi East,Teen pregnancy (10 to 19 years),409
2016Q2,Nairobi County,Embakasi North,Teen pregnancy (10 to 19 years),220
2016Q2,Nairobi County,Embakasi South,Teen pregnancy (10 to 19 years),784
2016Q2,Nairobi County,Embakasi West,Teen pregnancy (10 to 19 years),214
2016Q2,Nairobi County,Kamukunji,Teen pregnancy (10 to 19 years),794
2016Q2,Nairobi County,Kasarani,Teen pregnancy (10 to 19 years),311
2016Q2,Nairobi County,Kibra,Teen pregnancy (10 to 19 years),115
2016Q2,Nairobi County,Langata,Teen pregnancy (10 to 19 years),327
2016Q2,Nairobi County,Makadara,Teen pregnancy (10 to 19 years),314
2016Q2,Nairobi County,Mathare,Teen pregnancy (10 to 19 years),359
2016Q2,Nairobi County,Roysambu,Teen pregnancy (10 to 19 years),382
2016Q2,Nairobi County,Ruaraka,Teen pregnancy (10 to 19 years),371
2016Q2,Nairobi County,Starehe,Teen pregnancy (10 to 19 years),146
2016Q2,Nairobi County,Westlands,Teen pregnancy (10 to 19 years),216
2016Q2,Nakuru County,Gilgil,Teen pregnancy (10 to 19 years),184
2016Q2,Nakuru County,Kuresoi North,Teen pregnancy (10 to 19 years),59
2016Q2,Nakuru County,Kuresoi South,Teen pregnancy (10 to 19 years),252
2016Q2,Nakuru County,Molo,Teen pregnancy (10 to 19 years),295
2016Q2,Nakuru County,Naivasha,Teen pregnancy (10 to 19 years),262
2016Q2,Nakuru County,Nakuru East,Teen pregnancy (10 to 19 years),372
2016Q2,Nakuru County,Nakuru North,Teen pregnancy (10 to 19 years),223
2016Q2,Nakuru County,Nakuru West,Teen pregnancy (10 to 19 years),403
2016Q2,Nakuru County,Njoro,Teen pregnancy (10 to 19 years),539
2016Q2,Nakuru County,Rongai,Teen pregnancy (10 to 19 years),219
2016Q2,Nakuru County,Subukia,Teen pregnancy (10 to 19 years),34
2016Q2,Nandi County,Aldai,Teen pregnancy (10 to 19 years),265
2016Q2,Nandi County,Chesumei,Teen pregnancy (10 to 19 years),139
2016Q2,Nandi County,Emgwen,Teen pregnancy (10 to 19 years),49
2016Q2,Nandi County,Mosop,Teen pregnancy (10 to 19 years),301
2016Q2,Nandi County,Nandi Hills,Teen pregnancy (10 to 19 years),227
2016Q2,Nandi County,Tinderet,Teen pregnancy (10 to 19 years),180
2016Q2,Narok County,Narok East,Teen pregnancy (10 to 19 years),149
2016Q2,Narok County,Narok North,Teen pregnancy (10 to 19 years),442
2016Q2,Narok County,Narok South,Teen pregnancy (10 to 19 years),581
2016Q2,Narok County,Narok West,Teen pregnancy (10 to 19 years),464
2016Q2,Narok County,Transmara East,Teen pregnancy (10 to 19 years),264
2016Q2,Narok County,Transmara West,Teen pregnancy (10 to 19 years),513
2016Q2,Nyamira County,Borabu,Teen pregnancy (10 to 19 years),236
2016Q2,Nyamira County,Manga,Teen pregnancy (10 to 19 years),115
2016Q2,Nyamira County,Masaba North,Teen pregnancy (10 to 19 years),334
2016Q2,Nyamira County,Nyamira North,Teen pregnancy (10 to 19 years),284
2016Q2,Nyamira County,Nyamira,Teen pregnancy (10 to 19 years),609
2016Q2,Nyandarua County,Kinangop,Teen pregnancy (10 to 19 years),141
2016Q2,Nyandarua County,Kipipiri,Teen pregnancy (10 to 19 years),40
2016Q2,Nyandarua County,Ndaragwa,Teen pregnancy (10 to 19 years),125
2016Q2,Nyandarua County,Oljoroorok,Teen pregnancy (10 to 19 years),0
2016Q2,Nyandarua County,Olkalou,Teen pregnancy (10 to 19 years),103
2016Q2,Nyeri County,Kieni East,Teen pregnancy (10 to 19 years),96
2016Q2,Nyeri County,Kieni West,Teen pregnancy (10 to 19 years),57
2016Q2,Nyeri County,Mathira East,Teen pregnancy (10 to 19 years),28
2016Q2,Nyeri County,Mathira West,Teen pregnancy (10 to 19 years),10
2016Q2,Nyeri County,Mukurweini,Teen pregnancy (10 to 19 years),91
2016Q2,Nyeri County,Nyeri Central,Teen pregnancy (10 to 19 years),100
2016Q2,Nyeri County,Nyeri South,Teen pregnancy (10 to 19 years),36
2016Q2,Nyeri County,Tetu,Teen pregnancy (10 to 19 years),48
2016Q2,Samburu County,Samburu Central,Teen pregnancy (10 to 19 years),548
2016Q2,Samburu County,Samburu East,Teen pregnancy (10 to 19 years),84
2016Q2,Samburu County,Samburu North,Teen pregnancy (10 to 19 years),45
2016Q2,Siaya County,Alego Usonga,Teen pregnancy (10 to 19 years),1099
2016Q2,Siaya County,Bondo,Teen pregnancy (10 to 19 years),946
2016Q2,Siaya County,Gem,Teen pregnancy (10 to 19 years),648
2016Q2,Siaya County,Rarieda,Teen pregnancy (10 to 19 years),674
2016Q2,Siaya County,Ugenya,Teen pregnancy (10 to 19 years),178
2016Q2,Siaya County,Ugunja,Teen pregnancy (10 to 19 years),265
2016Q2,Taita Taveta County,Mwatate,Teen pregnancy (10 to 19 years),22
2016Q2,Taita Taveta County,Taveta,Teen pregnancy (10 to 19 years),126
2016Q2,Taita Taveta County,Voi,Teen pregnancy (10 to 19 years),94
2016Q2,Taita Taveta County,Wundanyi,Teen pregnancy (10 to 19 years),17
2016Q2,Tana River County,Bura,Teen pregnancy (10 to 19 years),317
2016Q2,Tana River County,Galole,Teen pregnancy (10 to 19 years),375
2016Q2,Tana River County,Garsen,Teen pregnancy (10 to 19 years),358
2016Q2,Tharaka Nithi County,Chuka,Teen pregnancy (10 to 19 years),223
2016Q2,Tharaka Nithi County,Igambangombe,Teen pregnancy (10 to 19 years),53
2016Q2,Tharaka Nithi County,Muthambi,Teen pregnancy (10 to 19 years),87
2016Q2,Tharaka Nithi County,Mwimbi,Teen pregnancy (10 to 19 years),171
2016Q2,Tharaka Nithi County,Tharaka North,Teen pregnancy (10 to 19 years),62
2016Q2,Tharaka Nithi County,Tharaka South,Teen pregnancy (10 to 19 years),31
2016Q2,Trans Nzoia County,Cherangany,Teen pregnancy (10 to 19 years),48
2016Q2,Trans Nzoia County,Endebess,Teen pregnancy (10 to 19 years),159
2016Q2,Trans Nzoia County,Kiminini,Teen pregnancy (10 to 19 years),389
2016Q2,Trans Nzoia County,Kwanza,Teen pregnancy (10 to 19 years),157
2016Q2,Trans Nzoia County,Saboti,Teen pregnancy (10 to 19 years),83
2016Q2,Turkana County,Kibish,Teen pregnancy (10 to 19 years),5
2016Q2,Turkana County,Loima,Teen pregnancy (10 to 19 years),105
2016Q2,Turkana County,Turkana Central,Teen pregnancy (10 to 19 years),391
2016Q2,Turkana County,Turkana East,Teen pregnancy (10 to 19 years),75
2016Q2,Turkana County,Turkana North,Teen pregnancy (10 to 19 years),184
2016Q2,Turkana County,Turkana South,Teen pregnancy (10 to 19 years),280
2016Q2,Turkana County,Turkana West,Teen pregnancy (10 to 19 years),198
2016Q2,Uasin Gishu County,Ainabkoi,Teen pregnancy (10 to 19 years),212
2016Q2,Uasin Gishu County,Kapseret,Teen pregnancy (10 to 19 years),318
2016Q2,Uasin Gishu County,Kesses,Teen pregnancy (10 to 19 years),205
2016Q2,Uasin Gishu County,Moiben,Teen pregnancy (10 to 19 years),286
2016Q2,Uasin Gishu County,Soy,Teen pregnancy (10 to 19 years),556
2016Q2,Uasin Gishu County,Turbo,Teen pregnancy (10 to 19 years),538
2016Q2,Vihiga County,Emuhaya,Teen pregnancy (10 to 19 years),60
2016Q2,Vihiga County,Hamisi,Teen pregnancy (10 to 19 years),148
2016Q2,Vihiga County,Luanda,Teen pregnancy (10 to 19 years),44
2016Q2,Vihiga County,Sabatia,Teen pregnancy (10 to 19 years),139
2016Q2,Vihiga County,Vihiga,Teen pregnancy (10 to 19 years),69
2016Q2,Wajir County,Eldas,Teen pregnancy (10 to 19 years),41
2016Q2,Wajir County,Tarbaj,Teen pregnancy (10 to 19 years),54
2016Q2,Wajir County,Wajir East,Teen pregnancy (10 to 19 years),199
2016Q2,Wajir County,Wajir North,Teen pregnancy (10 to 19 years),79
2016Q2,Wajir County,Wajir South,Teen pregnancy (10 to 19 years),53
2016Q2,Wajir County,Wajir West,Teen pregnancy (10 to 19 years),172
2016Q2,West Pokot County,Pokot Central,Teen pregnancy (10 to 19 years),225
2016Q2,West Pokot County,Pokot North,Teen pregnancy (10 to 19 years),311
2016Q2,West Pokot County,Pokot South,Teen pregnancy (10 to 19 years),590
2016Q2,West Pokot County,West Pokot,Teen pregnancy (10 to 19 years),825
2016Q3,Baringo County,Baringo Central,Teen pregnancy (10 to 19 years),146
2016Q3,Baringo County,Baringo North,Teen pregnancy (10 to 19 years),108
2016Q3,Baringo County,East Pokot,Teen pregnancy (10 to 19 years),149
2016Q3,Baringo County,Koibatek,Teen pregnancy (10 to 19 years),323
2016Q3,Baringo County,Marigat,Teen pregnancy (10 to 19 years),364
2016Q3,Baringo County,Mogotio,Teen pregnancy (10 to 19 years),147
2016Q3,Baringo County,Tiaty East,Teen pregnancy (10 to 19 years),160
2016Q3,Bomet County,Bomet Central,Teen pregnancy (10 to 19 years),493
2016Q3,Bomet County,Bomet East,Teen pregnancy (10 to 19 years),471
2016Q3,Bomet County,Chepalungu,Teen pregnancy (10 to 19 years),671
2016Q3,Bomet County,Konoin,Teen pregnancy (10 to 19 years),435
2016Q3,Bomet County,Sotik,Teen pregnancy (10 to 19 years),434
2016Q3,Bungoma County,Bumula,Teen pregnancy (10 to 19 years),562
2016Q3,Bungoma County,Cheptais,Teen pregnancy (10 to 19 years),0
2016Q3,Bungoma County,Kabuchai,Teen pregnancy (10 to 19 years),265
2016Q3,Bungoma County,Kanduyi,Teen pregnancy (10 to 19 years),762
2016Q3,Bungoma County,Kimilili,Teen pregnancy (10 to 19 years),302
2016Q3,Bungoma County,Mt Elgon,Teen pregnancy (10 to 19 years),15
2016Q3,Bungoma County,Sirisia,Teen pregnancy (10 to 19 years),397
2016Q3,Bungoma County,Tongaren,Teen pregnancy (10 to 19 years),848
2016Q3,Bungoma County,Webuye East,Teen pregnancy (10 to 19 years),247
2016Q3,Bungoma County,Webuye West,Teen pregnancy (10 to 19 years),521
2016Q3,Busia County,Bunyala,Teen pregnancy (10 to 19 years),203
2016Q3,Busia County,Butula,Teen pregnancy (10 to 19 years),615
2016Q3,Busia County,Matayos,Teen pregnancy (10 to 19 years),736
2016Q3,Busia County,Nambale,Teen pregnancy (10 to 19 years),607
2016Q3,Busia County,Samia,Teen pregnancy (10 to 19 years),475
2016Q3,Busia County,Teso North,Teen pregnancy (10 to 19 years),514
2016Q3,Busia County,Teso South,Teen pregnancy (10 to 19 years),670
2016Q3,Elgeyo Marakwet County,Keiyo North,Teen pregnancy (10 to 19 years),242
2016Q3,Elgeyo Marakwet County,Keiyo South,Teen pregnancy (10 to 19 years),167
2016Q3,Elgeyo Marakwet County,Marakwet East,Teen pregnancy (10 to 19 years),123
2016Q3,Elgeyo Marakwet County,Marakwet West,Teen pregnancy (10 to 19 years),486
2016Q3,Embu County,Manyatta,Teen pregnancy (10 to 19 years),296
2016Q3,Embu County,Mbeere North,Teen pregnancy (10 to 19 years),103
2016Q3,Embu County,Mbeere South,Teen pregnancy (10 to 19 years),313
2016Q3,Embu County,Runyenjes,Teen pregnancy (10 to 19 years),196
2016Q3,Garissa County,Balambala,Teen pregnancy (10 to 19 years),52
2016Q3,Garissa County,Dadaab,Teen pregnancy (10 to 19 years),58
2016Q3,Garissa County,Fafi,Teen pregnancy (10 to 19 years),126
2016Q3,Garissa County,Garissa,Teen pregnancy (10 to 19 years),542
2016Q3,Garissa County,Hulugho,Teen pregnancy (10 to 19 years),0
2016Q3,Garissa County,Ijara,Teen pregnancy (10 to 19 years),35
2016Q3,Garissa County,Lagdera,Teen pregnancy (10 to 19 years),4
2016Q3,Homa Bay County,Homa Bay Town,Teen pregnancy (10 to 19 years),434
2016Q3,Homa Bay County,Kabondo Kasipul,Teen pregnancy (10 to 19 years),608
2016Q3,Homa Bay County,Karachuonyo,Teen pregnancy (10 to 19 years),671
2016Q3,Homa Bay County,Mbita,Teen pregnancy (10 to 19 years),633
2016Q3,Homa Bay County,Ndhiwa,Teen pregnancy (10 to 19 years),817
2016Q3,Homa Bay County,Rachuonyo South,Teen pregnancy (10 to 19 years),403
2016Q3,Homa Bay County,Rangwe,Teen pregnancy (10 to 19 years),446
2016Q3,Homa Bay County,Suba South,Teen pregnancy (10 to 19 years),427
2016Q3,Isiolo County,Garbatulla,Teen pregnancy (10 to 19 years),70
