period,county,type,pregnancy
2020 Q2,Siaya County,Teen pregnancy (10 to 14 years),153
2020 Q2,Taita Taveta County,Teen pregnancy (10 to 14 years),15
2020 Q2,Tana River County,Teen pregnancy (10 to 14 years),68
2020 Q2,Tharaka Nithi County,Teen pregnancy (10 to 14 years),11
2020 Q2,Trans Nzoia County,Teen pregnancy (10 to 14 years),28
2020 Q2,Turkana County,Teen pregnancy (10 to 14 years),73
2020 Q2,Uasin Gishu County,Teen pregnancy (10 to 14 years),25
2020 Q2,Vihiga County,Teen pregnancy (10 to 14 years),32
2020 Q2,Wajir County,Teen pregnancy (10 to 14 years),19
2020 Q2,West Pokot County,Teen pregnancy (10 to 14 years),21
2016 Q1,Baringo County,Teen pregnancy (15 to 19 years),12
2016 Q1,Bomet County,Teen pregnancy (15 to 19 years),285
2016 Q1,Bungoma County,Teen pregnancy (15 to 19 years),0
2016 Q1,Busia County,Teen pregnancy (15 to 19 years),834
2016 Q1,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),12
2016 Q1,Embu County,Teen pregnancy (15 to 19 years),0
2016 Q1,Garissa County,Teen pregnancy (15 to 19 years),22
2016 Q1,Homa Bay County,Teen pregnancy (15 to 19 years),73
2016 Q1,Isiolo County,Teen pregnancy (15 to 19 years),64
2016 Q1,Kajiado County,Teen pregnancy (15 to 19 years),396
2016 Q1,Kakamega County,Teen pregnancy (15 to 19 years),90
2016 Q1,Kericho County,Teen pregnancy (15 to 19 years),239
2016 Q1,Kiambu County,Teen pregnancy (15 to 19 years),211
2016 Q1,Kilifi County,Teen pregnancy (15 to 19 years),137
2016 Q1,Kirinyaga County,Teen pregnancy (15 to 19 years),32
2016 Q1,Kisii County,Teen pregnancy (15 to 19 years),675
2016 Q1,Kisumu County,Teen pregnancy (15 to 19 years),364
2016 Q1,Kitui County,Teen pregnancy (15 to 19 years),148
2016 Q1,Kwale County,Teen pregnancy (15 to 19 years),18
2016 Q1,Laikipia County,Teen pregnancy (15 to 19 years),20
2016 Q1,Lamu County,Teen pregnancy (15 to 19 years),42
2016 Q1,Machakos County,Teen pregnancy (15 to 19 years),192
2016 Q1,Makueni County,Teen pregnancy (15 to 19 years),140
2016 Q1,Mandera County,Teen pregnancy (15 to 19 years),5
2016 Q1,Marsabit County,Teen pregnancy (15 to 19 years),120
2016 Q1,Meru County,Teen pregnancy (15 to 19 years),399
2016 Q1,Migori County,Teen pregnancy (15 to 19 years),1737
2016 Q1,Mombasa County,Teen pregnancy (15 to 19 years),181
2016 Q1,Muranga County,Teen pregnancy (15 to 19 years),10
2016 Q1,Nairobi County,Teen pregnancy (15 to 19 years),681
2016 Q1,Nakuru County,Teen pregnancy (15 to 19 years),34
2016 Q1,Nandi County,Teen pregnancy (15 to 19 years),51
2016 Q1,Narok County,Teen pregnancy (15 to 19 years),402
2016 Q1,Nyamira County,Teen pregnancy (15 to 19 years),268
2016 Q1,Nyandarua County,Teen pregnancy (15 to 19 years),0
2016 Q1,Nyeri County,Teen pregnancy (15 to 19 years),37
2016 Q1,Samburu County,Teen pregnancy (15 to 19 years),143
2016 Q1,Siaya County,Teen pregnancy (15 to 19 years),0
2016 Q1,Taita Taveta County,Teen pregnancy (15 to 19 years),0
2016 Q1,Tana River County,Teen pregnancy (15 to 19 years),178
2016 Q1,Tharaka Nithi County,Teen pregnancy (15 to 19 years),25
2016 Q1,Trans Nzoia County,Teen pregnancy (15 to 19 years),94
2016 Q1,Turkana County,Teen pregnancy (15 to 19 years),43
2016 Q1,Uasin Gishu County,Teen pregnancy (15 to 19 years),195
2016 Q1,Vihiga County,Teen pregnancy (15 to 19 years),7
2016 Q1,Wajir County,Teen pregnancy (15 to 19 years),200
2016 Q1,West Pokot County,Teen pregnancy (15 to 19 years),264
2016 Q2,Baringo County,Teen pregnancy (15 to 19 years),976
2016 Q2,Bomet County,Teen pregnancy (15 to 19 years),1881
2016 Q2,Bungoma County,Teen pregnancy (15 to 19 years),633
2016 Q2,Busia County,Teen pregnancy (15 to 19 years),3175
2016 Q2,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),698
2016 Q2,Embu County,Teen pregnancy (15 to 19 years),337
2016 Q2,Garissa County,Teen pregnancy (15 to 19 years),566
2016 Q2,Homa Bay County,Teen pregnancy (15 to 19 years),3119
2016 Q2,Isiolo County,Teen pregnancy (15 to 19 years),228
2016 Q2,Kajiado County,Teen pregnancy (15 to 19 years),1468
2016 Q2,Kakamega County,Teen pregnancy (15 to 19 years),736
2016 Q2,Kericho County,Teen pregnancy (15 to 19 years),1402
2016 Q2,Kiambu County,Teen pregnancy (15 to 19 years),2682
2016 Q2,Kilifi County,Teen pregnancy (15 to 19 years),3238
2016 Q2,Kirinyaga County,Teen pregnancy (15 to 19 years),345
2016 Q2,Kisii County,Teen pregnancy (15 to 19 years),3311
2016 Q2,Kisumu County,Teen pregnancy (15 to 19 years),3886
2016 Q2,Kitui County,Teen pregnancy (15 to 19 years),1987
2016 Q2,Kwale County,Teen pregnancy (15 to 19 years),2224
2016 Q2,Laikipia County,Teen pregnancy (15 to 19 years),471
2016 Q2,Lamu County,Teen pregnancy (15 to 19 years),159
2016 Q2,Machakos County,Teen pregnancy (15 to 19 years),1557
2016 Q2,Makueni County,Teen pregnancy (15 to 19 years),1521
2016 Q2,Mandera County,Teen pregnancy (15 to 19 years),115
2016 Q2,Marsabit County,Teen pregnancy (15 to 19 years),334
2016 Q2,Meru County,Teen pregnancy (15 to 19 years),2325
2016 Q2,Migori County,Teen pregnancy (15 to 19 years),4612
2016 Q2,Mombasa County,Teen pregnancy (15 to 19 years),1111
2016 Q2,Muranga County,Teen pregnancy (15 to 19 years),1158
2016 Q2,Nairobi County,Teen pregnancy (15 to 19 years),3527
2016 Q2,Nakuru County,Teen pregnancy (15 to 19 years),2719
2016 Q2,Nandi County,Teen pregnancy (15 to 19 years),1023
2016 Q2,Narok County,Teen pregnancy (15 to 19 years),2335
2016 Q2,Nyamira County,Teen pregnancy (15 to 19 years),1522
2016 Q2,Nyandarua County,Teen pregnancy (15 to 19 years),396
2016 Q2,Nyeri County,Teen pregnancy (15 to 19 years),457
2016 Q2,Samburu County,Teen pregnancy (15 to 19 years),664
2016 Q2,Siaya County,Teen pregnancy (15 to 19 years),3652
2016 Q2,Taita Taveta County,Teen pregnancy (15 to 19 years),255
2016 Q2,Tana River County,Teen pregnancy (15 to 19 years),948
2016 Q2,Tharaka Nithi County,Teen pregnancy (15 to 19 years),617
2016 Q2,Trans Nzoia County,Teen pregnancy (15 to 19 years),733
2016 Q2,Turkana County,Teen pregnancy (15 to 19 years),1095
2016 Q2,Uasin Gishu County,Teen pregnancy (15 to 19 years),1726
2016 Q2,Vihiga County,Teen pregnancy (15 to 19 years),453
2016 Q2,Wajir County,Teen pregnancy (15 to 19 years),552
2016 Q2,West Pokot County,Teen pregnancy (15 to 19 years),1783
2016 Q3,Baringo County,Teen pregnancy (15 to 19 years),1145
2016 Q3,Bomet County,Teen pregnancy (15 to 19 years),2437
2016 Q3,Bungoma County,Teen pregnancy (15 to 19 years),3088
2016 Q3,Busia County,Teen pregnancy (15 to 19 years),3626
2016 Q3,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),925
2016 Q3,Embu County,Teen pregnancy (15 to 19 years),879
2016 Q3,Garissa County,Teen pregnancy (15 to 19 years),765
2016 Q3,Homa Bay County,Teen pregnancy (15 to 19 years),3973
2016 Q3,Isiolo County,Teen pregnancy (15 to 19 years),651
2016 Q3,Kajiado County,Teen pregnancy (15 to 19 years),2521
2016 Q3,Kakamega County,Teen pregnancy (15 to 19 years),1438
2016 Q3,Kericho County,Teen pregnancy (15 to 19 years),2115
2016 Q3,Kiambu County,Teen pregnancy (15 to 19 years),3421
2016 Q3,Kilifi County,Teen pregnancy (15 to 19 years),3342
2016 Q3,Kirinyaga County,Teen pregnancy (15 to 19 years),1030
2016 Q3,Kisii County,Teen pregnancy (15 to 19 years),3465
2016 Q3,Kisumu County,Teen pregnancy (15 to 19 years),4422
2016 Q3,Kitui County,Teen pregnancy (15 to 19 years),2433
2016 Q3,Kwale County,Teen pregnancy (15 to 19 years),2724
2016 Q3,Laikipia County,Teen pregnancy (15 to 19 years),1117
2016 Q3,Lamu County,Teen pregnancy (15 to 19 years),359
2016 Q3,Machakos County,Teen pregnancy (15 to 19 years),2107
2016 Q3,Makueni County,Teen pregnancy (15 to 19 years),1596
2016 Q3,Mandera County,Teen pregnancy (15 to 19 years),28
2016 Q3,Marsabit County,Teen pregnancy (15 to 19 years),462
2016 Q3,Meru County,Teen pregnancy (15 to 19 years),3795
2016 Q3,Migori County,Teen pregnancy (15 to 19 years),4128
2016 Q3,Mombasa County,Teen pregnancy (15 to 19 years),1495
2016 Q3,Muranga County,Teen pregnancy (15 to 19 years),1787
2016 Q3,Nairobi County,Teen pregnancy (15 to 19 years),4874
2016 Q3,Nakuru County,Teen pregnancy (15 to 19 years),4288
2016 Q3,Nandi County,Teen pregnancy (15 to 19 years),1487
2016 Q3,Narok County,Teen pregnancy (15 to 19 years),2928
2016 Q3,Nyamira County,Teen pregnancy (15 to 19 years),1487
2016 Q3,Nyandarua County,Teen pregnancy (15 to 19 years),877
2016 Q3,Nyeri County,Teen pregnancy (15 to 19 years),573
2016 Q3,Samburu County,Teen pregnancy (15 to 19 years),927
2016 Q3,Siaya County,Teen pregnancy (15 to 19 years),3588
2016 Q3,Taita Taveta County,Teen pregnancy (15 to 19 years),686
2016 Q3,Tana River County,Teen pregnancy (15 to 19 years),931
2016 Q3,Tharaka Nithi County,Teen pregnancy (15 to 19 years),747
2016 Q3,Trans Nzoia County,Teen pregnancy (15 to 19 years),1405
2016 Q3,Turkana County,Teen pregnancy (15 to 19 years),1399
2016 Q3,Uasin Gishu County,Teen pregnancy (15 to 19 years),2118
2016 Q3,Vihiga County,Teen pregnancy (15 to 19 years),1161
2016 Q3,Wajir County,Teen pregnancy (15 to 19 years),647
2016 Q3,West Pokot County,Teen pregnancy (15 to 19 years),1881
2016 Q4,Baringo County,Teen pregnancy (15 to 19 years),1063
2016 Q4,Bomet County,Teen pregnancy (15 to 19 years),2101
2016 Q4,Bungoma County,Teen pregnancy (15 to 19 years),3511
2016 Q4,Busia County,Teen pregnancy (15 to 19 years),2648
2016 Q4,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),798
2016 Q4,Embu County,Teen pregnancy (15 to 19 years),840
2016 Q4,Garissa County,Teen pregnancy (15 to 19 years),854
2016 Q4,Homa Bay County,Teen pregnancy (15 to 19 years),3223
2016 Q4,Isiolo County,Teen pregnancy (15 to 19 years),471
2016 Q4,Kajiado County,Teen pregnancy (15 to 19 years),1881
2016 Q4,Kakamega County,Teen pregnancy (15 to 19 years),1362
2016 Q4,Kericho County,Teen pregnancy (15 to 19 years),1557
2016 Q4,Kiambu County,Teen pregnancy (15 to 19 years),3105
2016 Q4,Kilifi County,Teen pregnancy (15 to 19 years),3119
2016 Q4,Kirinyaga County,Teen pregnancy (15 to 19 years),834
2016 Q4,Kisii County,Teen pregnancy (15 to 19 years),3155
2016 Q4,Kisumu County,Teen pregnancy (15 to 19 years),3800
2016 Q4,Kitui County,Teen pregnancy (15 to 19 years),1847
2016 Q4,Kwale County,Teen pregnancy (15 to 19 years),2887
2016 Q4,Laikipia County,Teen pregnancy (15 to 19 years),977
2016 Q4,Lamu County,Teen pregnancy (15 to 19 years),528
2016 Q4,Machakos County,Teen pregnancy (15 to 19 years),1701
2016 Q4,Makueni County,Teen pregnancy (15 to 19 years),1347
2016 Q4,Mandera County,Teen pregnancy (15 to 19 years),115
2016 Q4,Marsabit County,Teen pregnancy (15 to 19 years),349
2016 Q4,Meru County,Teen pregnancy (15 to 19 years),2554
2016 Q4,Migori County,Teen pregnancy (15 to 19 years),3719
2016 Q4,Mombasa County,Teen pregnancy (15 to 19 years),1557
2016 Q4,Muranga County,Teen pregnancy (15 to 19 years),1393
2016 Q4,Nairobi County,Teen pregnancy (15 to 19 years),3909
2016 Q4,Nakuru County,Teen pregnancy (15 to 19 years),2944
2016 Q4,Nandi County,Teen pregnancy (15 to 19 years),1178
2016 Q4,Narok County,Teen pregnancy (15 to 19 years),2347
2016 Q4,Nyamira County,Teen pregnancy (15 to 19 years),1307
2016 Q4,Nyandarua County,Teen pregnancy (15 to 19 years),738
2016 Q4,Nyeri County,Teen pregnancy (15 to 19 years),498
2016 Q4,Samburu County,Teen pregnancy (15 to 19 years),591
2016 Q4,Siaya County,Teen pregnancy (15 to 19 years),2928
2016 Q4,Taita Taveta County,Teen pregnancy (15 to 19 years),478
2016 Q4,Tana River County,Teen pregnancy (15 to 19 years),1067
2016 Q4,Tharaka Nithi County,Teen pregnancy (15 to 19 years),465
2016 Q4,Trans Nzoia County,Teen pregnancy (15 to 19 years),1435
2016 Q4,Turkana County,Teen pregnancy (15 to 19 years),1245
2016 Q4,Uasin Gishu County,Teen pregnancy (15 to 19 years),1719
2016 Q4,Vihiga County,Teen pregnancy (15 to 19 years),931
2016 Q4,Wajir County,Teen pregnancy (15 to 19 years),720
2016 Q4,West Pokot County,Teen pregnancy (15 to 19 years),1411
2017 Q1,Baringo County,Teen pregnancy (15 to 19 years),1090
2017 Q1,Bomet County,Teen pregnancy (15 to 19 years),2246
2017 Q1,Bungoma County,Teen pregnancy (15 to 19 years),4536
2017 Q1,Busia County,Teen pregnancy (15 to 19 years),3266
2017 Q1,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),779
2017 Q1,Embu County,Teen pregnancy (15 to 19 years),835
2017 Q1,Garissa County,Teen pregnancy (15 to 19 years),1106
2017 Q1,Homa Bay County,Teen pregnancy (15 to 19 years),3956
2017 Q1,Isiolo County,Teen pregnancy (15 to 19 years),570
2017 Q1,Kajiado County,Teen pregnancy (15 to 19 years),2139
2017 Q1,Kakamega County,Teen pregnancy (15 to 19 years),1754
2017 Q1,Kericho County,Teen pregnancy (15 to 19 years),1860
2017 Q1,Kiambu County,Teen pregnancy (15 to 19 years),3020
2017 Q1,Kilifi County,Teen pregnancy (15 to 19 years),3530
2017 Q1,Kirinyaga County,Teen pregnancy (15 to 19 years),1027
2017 Q1,Kisii County,Teen pregnancy (15 to 19 years),3481
2017 Q1,Kisumu County,Teen pregnancy (15 to 19 years),4225
2017 Q1,Kitui County,Teen pregnancy (15 to 19 years),2499
2017 Q1,Kwale County,Teen pregnancy (15 to 19 years),3946
2017 Q1,Laikipia County,Teen pregnancy (15 to 19 years),992
2017 Q1,Lamu County,Teen pregnancy (15 to 19 years),747
2017 Q1,Machakos County,Teen pregnancy (15 to 19 years),2283
2017 Q1,Makueni County,Teen pregnancy (15 to 19 years),1850
2017 Q1,Mandera County,Teen pregnancy (15 to 19 years),237
2017 Q1,Marsabit County,Teen pregnancy (15 to 19 years),614
2017 Q1,Meru County,Teen pregnancy (15 to 19 years),3413
2017 Q1,Migori County,Teen pregnancy (15 to 19 years),3591
2017 Q1,Mombasa County,Teen pregnancy (15 to 19 years),2323
2017 Q1,Muranga County,Teen pregnancy (15 to 19 years),1304
2017 Q1,Nairobi County,Teen pregnancy (15 to 19 years),6966
2017 Q1,Nakuru County,Teen pregnancy (15 to 19 years),3688
2017 Q1,Nandi County,Teen pregnancy (15 to 19 years),1629
2017 Q1,Narok County,Teen pregnancy (15 to 19 years),3135
2017 Q1,Nyamira County,Teen pregnancy (15 to 19 years),1741
2017 Q1,Nyandarua County,Teen pregnancy (15 to 19 years),618
2017 Q1,Nyeri County,Teen pregnancy (15 to 19 years),661
2017 Q1,Samburu County,Teen pregnancy (15 to 19 years),652
2017 Q1,Siaya County,Teen pregnancy (15 to 19 years),3437
2017 Q1,Taita Taveta County,Teen pregnancy (15 to 19 years),915
2017 Q1,Tana River County,Teen pregnancy (15 to 19 years),1394
2017 Q1,Tharaka Nithi County,Teen pregnancy (15 to 19 years),528
2017 Q1,Trans Nzoia County,Teen pregnancy (15 to 19 years),1101
2017 Q1,Turkana County,Teen pregnancy (15 to 19 years),1772
2017 Q1,Uasin Gishu County,Teen pregnancy (15 to 19 years),2034
2017 Q1,Vihiga County,Teen pregnancy (15 to 19 years),1340
2017 Q1,Wajir County,Teen pregnancy (15 to 19 years),766
2017 Q1,West Pokot County,Teen pregnancy (15 to 19 years),1701
2017 Q2,Baringo County,Teen pregnancy (15 to 19 years),783
2017 Q2,Bomet County,Teen pregnancy (15 to 19 years),2074
2017 Q2,Bungoma County,Teen pregnancy (15 to 19 years),4077
2017 Q2,Busia County,Teen pregnancy (15 to 19 years),2452
2017 Q2,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),756
2017 Q2,Embu County,Teen pregnancy (15 to 19 years),623
2017 Q2,Garissa County,Teen pregnancy (15 to 19 years),797
2017 Q2,Homa Bay County,Teen pregnancy (15 to 19 years),3491
2017 Q2,Isiolo County,Teen pregnancy (15 to 19 years),281
2017 Q2,Kajiado County,Teen pregnancy (15 to 19 years),1762
2017 Q2,Kakamega County,Teen pregnancy (15 to 19 years),2056
2017 Q2,Kericho County,Teen pregnancy (15 to 19 years),1386
2017 Q2,Kiambu County,Teen pregnancy (15 to 19 years),2597
2017 Q2,Kilifi County,Teen pregnancy (15 to 19 years),2841
2017 Q2,Kirinyaga County,Teen pregnancy (15 to 19 years),784
2017 Q2,Kisii County,Teen pregnancy (15 to 19 years),2527
2017 Q2,Kisumu County,Teen pregnancy (15 to 19 years),3458
2017 Q2,Kitui County,Teen pregnancy (15 to 19 years),2307
2017 Q2,Kwale County,Teen pregnancy (15 to 19 years),2236
2017 Q2,Laikipia County,Teen pregnancy (15 to 19 years),978
2017 Q2,Lamu County,Teen pregnancy (15 to 19 years),315
2017 Q2,Machakos County,Teen pregnancy (15 to 19 years),2110
2017 Q2,Makueni County,Teen pregnancy (15 to 19 years),1440
2017 Q2,Mandera County,Teen pregnancy (15 to 19 years),284
2017 Q2,Marsabit County,Teen pregnancy (15 to 19 years),435
2017 Q2,Meru County,Teen pregnancy (15 to 19 years),2934
2017 Q2,Migori County,Teen pregnancy (15 to 19 years),2602
2017 Q2,Mombasa County,Teen pregnancy (15 to 19 years),1650
2017 Q2,Muranga County,Teen pregnancy (15 to 19 years),1197
2017 Q2,Nairobi County,Teen pregnancy (15 to 19 years),4220
2017 Q2,Nakuru County,Teen pregnancy (15 to 19 years),3248
2017 Q2,Nandi County,Teen pregnancy (15 to 19 years),1109
2017 Q2,Narok County,Teen pregnancy (15 to 19 years),2640
2017 Q2,Nyamira County,Teen pregnancy (15 to 19 years),1164
2017 Q2,Nyandarua County,Teen pregnancy (15 to 19 years),709
2017 Q2,Nyeri County,Teen pregnancy (15 to 19 years),496
2017 Q2,Samburu County,Teen pregnancy (15 to 19 years),498
2017 Q2,Siaya County,Teen pregnancy (15 to 19 years),2527
2017 Q2,Taita Taveta County,Teen pregnancy (15 to 19 years),564
2017 Q2,Tana River County,Teen pregnancy (15 to 19 years),785
2017 Q2,Tharaka Nithi County,Teen pregnancy (15 to 19 years),499
2017 Q2,Trans Nzoia County,Teen pregnancy (15 to 19 years),1570
2017 Q2,Turkana County,Teen pregnancy (15 to 19 years),1490
2017 Q2,Uasin Gishu County,Teen pregnancy (15 to 19 years),2058
2017 Q2,Vihiga County,Teen pregnancy (15 to 19 years),1045
2017 Q2,Wajir County,Teen pregnancy (15 to 19 years),602
2017 Q2,West Pokot County,Teen pregnancy (15 to 19 years),1429
2017 Q3,Baringo County,Teen pregnancy (15 to 19 years),497
2017 Q3,Bomet County,Teen pregnancy (15 to 19 years),2391
2017 Q3,Bungoma County,Teen pregnancy (15 to 19 years),2919
2017 Q3,Busia County,Teen pregnancy (15 to 19 years),1322
2017 Q3,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),596
2017 Q3,Embu County,Teen pregnancy (15 to 19 years),456
2017 Q3,Garissa County,Teen pregnancy (15 to 19 years),320
2017 Q3,Homa Bay County,Teen pregnancy (15 to 19 years),2676
2017 Q3,Isiolo County,Teen pregnancy (15 to 19 years),320
2017 Q3,Kajiado County,Teen pregnancy (15 to 19 years),962
2017 Q3,Kakamega County,Teen pregnancy (15 to 19 years),1106
2017 Q3,Kericho County,Teen pregnancy (15 to 19 years),742
2017 Q3,Kiambu County,Teen pregnancy (15 to 19 years),1919
2017 Q3,Kilifi County,Teen pregnancy (15 to 19 years),1629
2017 Q3,Kirinyaga County,Teen pregnancy (15 to 19 years),371
2017 Q3,Kisii County,Teen pregnancy (15 to 19 years),1293
2017 Q3,Kisumu County,Teen pregnancy (15 to 19 years),2466
2017 Q3,Kitui County,Teen pregnancy (15 to 19 years),1553
2017 Q3,Kwale County,Teen pregnancy (15 to 19 years),1029
2017 Q3,Laikipia County,Teen pregnancy (15 to 19 years),738
2017 Q3,Lamu County,Teen pregnancy (15 to 19 years),186
2017 Q3,Machakos County,Teen pregnancy (15 to 19 years),1102
2017 Q3,Makueni County,Teen pregnancy (15 to 19 years),1180
2017 Q3,Mandera County,Teen pregnancy (15 to 19 years),216
2017 Q3,Marsabit County,Teen pregnancy (15 to 19 years),120
2017 Q3,Meru County,Teen pregnancy (15 to 19 years),2547
2017 Q3,Migori County,Teen pregnancy (15 to 19 years),2414
2017 Q3,Mombasa County,Teen pregnancy (15 to 19 years),1219
2017 Q3,Muranga County,Teen pregnancy (15 to 19 years),804
2017 Q3,Nairobi County,Teen pregnancy (15 to 19 years),5560
2017 Q3,Nakuru County,Teen pregnancy (15 to 19 years),2683
2017 Q3,Nandi County,Teen pregnancy (15 to 19 years),1163
2017 Q3,Narok County,Teen pregnancy (15 to 19 years),1938
2017 Q3,Nyamira County,Teen pregnancy (15 to 19 years),653
2017 Q3,Nyandarua County,Teen pregnancy (15 to 19 years),370
2017 Q3,Nyeri County,Teen pregnancy (15 to 19 years),590
2017 Q3,Samburu County,Teen pregnancy (15 to 19 years),267
2017 Q3,Siaya County,Teen pregnancy (15 to 19 years),1667
2017 Q3,Taita Taveta County,Teen pregnancy (15 to 19 years),182
2017 Q3,Tana River County,Teen pregnancy (15 to 19 years),268
2017 Q3,Tharaka Nithi County,Teen pregnancy (15 to 19 years),716
2017 Q3,Trans Nzoia County,Teen pregnancy (15 to 19 years),765
2017 Q3,Turkana County,Teen pregnancy (15 to 19 years),1119
2017 Q3,Uasin Gishu County,Teen pregnancy (15 to 19 years),2095
2017 Q3,Vihiga County,Teen pregnancy (15 to 19 years),416
2017 Q3,Wajir County,Teen pregnancy (15 to 19 years),334
2017 Q3,West Pokot County,Teen pregnancy (15 to 19 years),861
2017 Q4,Baringo County,Teen pregnancy (15 to 19 years),832
2017 Q4,Bomet County,Teen pregnancy (15 to 19 years),2321
2017 Q4,Bungoma County,Teen pregnancy (15 to 19 years),4752
2017 Q4,Busia County,Teen pregnancy (15 to 19 years),2764
2017 Q4,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),756
2017 Q4,Embu County,Teen pregnancy (15 to 19 years),823
2017 Q4,Garissa County,Teen pregnancy (15 to 19 years),795
2017 Q4,Homa Bay County,Teen pregnancy (15 to 19 years),3373
2017 Q4,Isiolo County,Teen pregnancy (15 to 19 years),469
2017 Q4,Kajiado County,Teen pregnancy (15 to 19 years),1769
2017 Q4,Kakamega County,Teen pregnancy (15 to 19 years),2453
2017 Q4,Kericho County,Teen pregnancy (15 to 19 years),1233
2017 Q4,Kiambu County,Teen pregnancy (15 to 19 years),3195
2017 Q4,Kilifi County,Teen pregnancy (15 to 19 years),2914
2017 Q4,Kirinyaga County,Teen pregnancy (15 to 19 years),686
2017 Q4,Kisii County,Teen pregnancy (15 to 19 years),3025
2017 Q4,Kisumu County,Teen pregnancy (15 to 19 years),3195
2017 Q4,Kitui County,Teen pregnancy (15 to 19 years),2268
2017 Q4,Kwale County,Teen pregnancy (15 to 19 years),2024
2017 Q4,Laikipia County,Teen pregnancy (15 to 19 years),946
2017 Q4,Lamu County,Teen pregnancy (15 to 19 years),421
2017 Q4,Machakos County,Teen pregnancy (15 to 19 years),1685
2017 Q4,Makueni County,Teen pregnancy (15 to 19 years),1824
2017 Q4,Mandera County,Teen pregnancy (15 to 19 years),173
2017 Q4,Marsabit County,Teen pregnancy (15 to 19 years),364
2017 Q4,Meru County,Teen pregnancy (15 to 19 years),3392
2017 Q4,Migori County,Teen pregnancy (15 to 19 years),3678
2017 Q4,Mombasa County,Teen pregnancy (15 to 19 years),1972
2017 Q4,Muranga County,Teen pregnancy (15 to 19 years),1194
2017 Q4,Nairobi County,Teen pregnancy (15 to 19 years),5038
2017 Q4,Nakuru County,Teen pregnancy (15 to 19 years),3389
2017 Q4,Nandi County,Teen pregnancy (15 to 19 years),1297
2017 Q4,Narok County,Teen pregnancy (15 to 19 years),2476
2017 Q4,Nyamira County,Teen pregnancy (15 to 19 years),1144
2017 Q4,Nyandarua County,Teen pregnancy (15 to 19 years),649
2017 Q4,Nyeri County,Teen pregnancy (15 to 19 years),617
2017 Q4,Samburu County,Teen pregnancy (15 to 19 years),610
2017 Q4,Siaya County,Teen pregnancy (15 to 19 years),3043
2017 Q4,Taita Taveta County,Teen pregnancy (15 to 19 years),690
2017 Q4,Tana River County,Teen pregnancy (15 to 19 years),1004
2017 Q4,Tharaka Nithi County,Teen pregnancy (15 to 19 years),671
2017 Q4,Trans Nzoia County,Teen pregnancy (15 to 19 years),1791
2017 Q4,Turkana County,Teen pregnancy (15 to 19 years),1353
2017 Q4,Uasin Gishu County,Teen pregnancy (15 to 19 years),2066
2017 Q4,Vihiga County,Teen pregnancy (15 to 19 years),1016
2017 Q4,Wajir County,Teen pregnancy (15 to 19 years),706
2017 Q4,West Pokot County,Teen pregnancy (15 to 19 years),1381
2018 Q1,Baringo County,Teen pregnancy (15 to 19 years),978
2018 Q1,Bomet County,Teen pregnancy (15 to 19 years),2246
2018 Q1,Bungoma County,Teen pregnancy (15 to 19 years),5149
2018 Q1,Busia County,Teen pregnancy (15 to 19 years),3056
2018 Q1,Elgeyo Marakwet County,Teen pregnancy (15 to 19 years),968
2018 Q1,Embu County,Teen pregnancy (15 to 19 years),528
2018 Q1,Garissa County,Teen pregnancy (15 to 19 years),917
2018 Q1,Homa Bay County,Teen pregnancy (15 to 19 years),3523
2018 Q1,Isiolo County,Teen pregnancy (15 to 19 years),688
2018 Q1,Kajiado County,Teen pregnancy (15 to 19 years),2207
2018 Q1,Kakamega County,Teen pregnancy (15 to 19 years),3401
2018 Q1,Kericho County,Teen pregnancy (15 to 19 years),2039
2018 Q1,Kiambu County,Teen pregnancy (15 to 19 years),3787
2018 Q1,Kilifi County,Teen pregnancy (15 to 19 years),4236
2018 Q1,Kirinyaga County,Teen pregnancy (15 to 19 years),1098
2018 Q1,Kisii County,Teen pregnancy (15 to 19 years),3563
2018 Q1,Kisumu County,Teen pregnancy (15 to 19 years),2052
2018 Q1,Kitui County,Teen pregnancy (15 to 19 years),2641
2018 Q1,Kwale County,Teen pregnancy (15 to 19 years),3227
2018 Q1,Laikipia County,Teen pregnancy (15 to 19 years),1011
2018 Q1,Lamu County,Teen pregnancy (15 to 19 years),373
2018 Q1,Machakos County,Teen pregnancy (15 to 19 years),2329
2018 Q1,Makueni County,Teen pregnancy (15 to 19 years),2005
2018 Q1,Mandera County,Teen pregnancy (15 to 19 years),923
2018 Q1,Marsabit County,Teen pregnancy (15 to 19 years),465
2018 Q1,Meru County,Teen pregnancy (15 to 19 years),3748
2018 Q1,Migori County,Teen pregnancy (15 to 19 years),3475
2018 Q1,Mombasa County,Teen pregnancy (15 to 19 years),1943
2018 Q1,Muranga County,Teen pregnancy (15 to 19 years),1723
2018 Q1,Nairobi County,Teen pregnancy (15 to 19 years),5543
2018 Q1,Nakuru County,Teen pregnancy (15 to 19 years),4536
2018 Q1,Nandi County,Teen pregnancy (15 to 19 years),1952
